CNTY	DIFF	STATUS	HECTARE	TOF	OWNLAND	AGE	HARVEST	R1	R2	R3	R4	R5	R6	R7	R8	R11	R12	R14	R17	R18	R19	R21	R22	R24	R28	R30	R32	R36	R37
61	2	1	63	1	0	28	92	1,334	0	0,3597	0,4801	0,803	1,526	0,977	0,5488	-0,232	-0,304	1,7311	0,0726	0,111	0,232	0,467	0,9781	0,207	0,237	0,00519	0,1262	0,826	0,875
61	2	1	100	2	1	51	92	1,062	0	0,6692	0,7109	0,351	2,121	0,702	1,4196	-0,851	-1,163	2,4964	0,0832	0,177	0,258	0,634	0,9256	0,139	0,278	0,02072	0,1018	1,428	0,501
61	2	0	95	5	0	28	92	0,579	0,547	0,3974	0,2301	0,349	1,004	0,605	0,3992	-0,0873	-0,133	1,2799	0,0543	0,0545	0,116	0,159	0,3406	0,197	0,342	0,2254	0,2874	1,423	0,576
61	2	1	84	4	0	39	92	1,061	0	0,375	0,3979	0,663	4,362	2,557	1,8494	0,2358	0,3527	0,931	0,03	0,111	0,436	0,336	1,315	0,0414	0,331	-0,104	0,22	3,253	0,211
61	2	1	62	6	0	50	92	0,946	0,0625	0,1434	0,1356	0,803	4,362	2,557	1,8494	-0,906	-1,163	2,9695	0,0488	0,3	0,626	2,177	2,8436	0,0395	0,27	-0,394	-0,0979	3,253	0,211
76	1	1	66	2	0	62	88	0,121	0,95	0,5054	0,02988	0,0447	0,18	0,0695	0,05043	0,8412	1,4101	0,07379	0,0645	0,00644	0,0816	0,0183	0,2021	0,239	0,403	0,3219	0,397	0,796	0,593
76	1	1	63	2	1	47	88	0,318	0,721	0,1681	0,05338	0,264	0,752	0,626	0,1265	0,4755	0,7032	0,2101	0,0594	0,0447	0,107	0,138	0,33	0,137	0,324	0,217	0,2792	1,768	0,422
76	1	1	84	1	1	39	88	0,34	0,681	0,09026	0,03065	0,309	0,49	0,446	0,04883	0,5553	0,8126	0,07379	0,0736	0,0361	0,085	0,114	0,2684	0,219	0,317	0,2317	0,2806	0,844	0,693
76	1	1	81	2	0	44	88	0,359	0,739	0,3684	0,1322	0,227	0,574	0,363	0,2116	0,4302	0,716	0,3296	0,0666	0,0382	0,142	0,0958	0,3564	0,249	0,399	0,2569	0,3609	0,959	0,625
76	1	1	91	1	0	58	88	0,121	0,95	0,6375	0,06235	0,0447	0,18	0,0695	0,05141	0,5282	0,7775	0,0887	0,0375	0,00606	0,0301	0,0183	0,09821	0,365	0,321	0,3155	0,3175	0,351	1,102
76	1	1	50	2	0	36	88	0,398	0,625	0,09024	0,03589	0,362	0,628	0,571	0,05666	0,2665	0,5289	0,1754	0,0512	0,0322	0,0735	0,0648	0,1482	0,314	0,475	0,3759	0,4313	1,256	0,633
76	1	1	63	3	1	35	88	0,548	0,542	0,3045	0,1669	0,381	0,479	0,333	0,1457	0,1721	0,2537	0,4585	0,0656	0,0314	0,152	0,0977	0,4727	0,365	0,322	0,1696	0,2902	0,555	1,102
76	1	1	75	2	0	57	88	0,131	0,95	0,7778	0,1015	0,0447	0,18	0,0695	0,1165	0,2745	0,4014	0,2979	0,0432	0,00647	0,0397	0,0205	0,1257	0,276	0,316	0,2763	0,3096	0,756	0,872
76	1	1	49	2	0	44	88	0,339	0,763	0,3936	0,1333	0,205	0,568	0,344	0,2234	0,2784	0,462	0,4453	0,0839	0,0476	0,134	0,12	0,3364	0,237	0,397	0,2637	0,3498	1,174	0,597
76	1	1	37	3	1	35	88	0,457	0,567	0,09231	0,04218	0,415	0,461	0,418	0,04883	0,2411	0,4024	0,15	0,0692	0,0319	0,291	0,0797	0,7257	0,365	0,401	0,1099	0,3688	0,725	0,991
76	1	0	87	1	0	49	88	0,454	0,613	0,2397	0,1087	0,345	0,707	0,537	0,1694	0,5229	0,7248	0,2447	0,0529	0,0374	0,113	0,134	0,4067	0,179	0,279	0,1653	0,2412	0,866	0,642
76	1	1	67	3	1	44	88	0,296	0,782	0,3364	0,09954	0,196	0,952	0,631	0,3201	0,6975	1,1124	0,3146	0,0664	0,0631	0,135	0,169	0,3622	0,116	0,373	0,2379	0,3098	2,147	0,359
76	1	1	76	3	1	45	88	0,159	0,95	0,7197	0,1147	0,0447	0,18	0,0695	0,1267	0,2507	0,3975	0,3357	0,0758	0,0133	0,0427	0,0361	0,1155	0,335	0,369	0,3267	0,356	0,727	0,906
76	1	1	87	3	0	59	88	0,121	0,95	0,6221	0,07191	0,0447	0,18	0,0695	0,101	0,5779	0,8584	0,1488	0,0202	0,00606	0,0301	0,0183	0,09821	0,233	0,327	0,3003	0,3239	0,726	0,712
76	1	0	91	2	0	50	88	0,121	0,95	0,593	0,06289	0,0447	0,18	0,0695	0,09745	0,4968	0,7283	0,164	0,0388	0,00637	0,0301	0,02	0,09821	0,205	0,318	0,3051	0,3115	0,955	0,645
76	1	1	53	2	0	29	88	0,426	0,628	0,2003	0,08525	0,34	0,655	0,524	0,1313	0,3542	0,6539	0,2704	0,0413	0,0271	0,0729	0,0591	0,1591	0,298	0,458	0,3759	0,4313	1,054	0,65
76	1	0	92	2	0	46	88	0,208	0,881	0,4855	0,1008	0,107	0,456	0,235	0,2214	0,7463	0,7953	0,2288	0,0202	0,00733	0,0301	0,119	0,1191	0,0832	0,159	0,05425	0,05513	1,229	0,455
76	1	1	59	2	0	36	88	0,502	0,586	0,2991	0,1502	0,352	0,731	0,513	0,2187	0,3406	0,6028	0,391	0,0374	0,0273	0,0866	0,0628	0,199	0,299	0,435	0,3485	0,4077	0,896	0,687
76	1	0	63	2	0	49	88	0,121	0,942	0,5273	0,06115	0,0548	0,18	0,085	0,09477	0,4886	0,7541	0,1625	0,0409	0,00735	0,0301	0,0209	0,09821	0,227	0,352	0,3268	0,3448	0,967	0,645
76	1	1	71	2	1	48	88	0,445	0,614	0,2151	0,09574	0,349	0,858	0,673	0,1845	0,492	0,777	0,2727	0,0226	0,0194	0,0797	0,0528	0,2174	0,19	0,367	0,287	0,3474	1,251	0,519
76	1	1	56	1	0	61	88	0,129	0,95	0,7902	0,1273	0,0447	0,18	0,0695	0,113	0,4967	0,6889	0,1853	0,0202	0,00606	0,0301	0,0183	0,09821	0,315	0,279	0,2791	0,2791	0,351	1,102
76	1	1	56	2	1	45	88	0,282	0,777	0,2679	0,0756	0,207	0,498	0,365	0,1335	0,5542	0,7973	0,1942	0,0675	0,0337	0,0631	0,11	0,2069	0,173	0,305	0,2419	0,2713	1,079	0,566
76	1	1	33	2	0	51	88	0,299	0,743	0,189	0,05652	0,243	0,489	0,397	0,09246	0,4794	0,7358	0,1617	0,0349	0,0171	0,0669	0,049	0,1918	0,213	0,349	0,2817	0,3314	1,064	0,611
76	1	0	93	1	0	47	88	0,175	0,95	0,7595	0,1329	0,0447	0,367	0,0884	0,279	0,892	1,4752	0,1785	0,0202	0,00606	0,0301	0,0183	0,09821	0,183	0,384	0,3759	0,3838	0,537	0,476
76	1	0	165	1	0	43	88	0,243	0,848	0,4401	0,1068	0,136	0,325	0,182	0,1432	0,7483	1,4589	0,1607	0,0307	0,01	0,0621	0,0205	0,1276	0,363	0,475	0,3759	0,4313	0,45	0,745
76	1	0	66	1	0	52	88	0,278	0,877	0,6364	0,1767	0,101	0,208	0,0757	0,1324	0,2612	0,3925	0,3363	0,0568	0,0118	0,0827	0,0353	0,2474	0,365	0,335	0,2518	0,3227	0,356	1,102
76	1	1	70	3	0	60	88	0,121	0,95	0,7902	0,102	0,0447	0,18	0,0695	0,1445	0,7275	1,0177	0,1657	0,0202	0,00606	0,0301	0,0183	0,09821	0,201	0,285	0,2852	0,2852	0,545	0,706
76	1	1	66	2	1	47	88	0,331	0,719	0,2104	0,06972	0,262	0,458	0,362	0,09637	0,4083	0,6491	0,191	0,0566	0,0259	0,0591	0,0698	0,1592	0,268	0,371	0,3119	0,3451	0,878	0,723
76	1	1	51	2	1	45	88	0,155	0,869	0,1801	0,02796	0,127	0,43	0,353	0,07746	0,4481	0,685	0,1474	0,0868	0,0373	0,104	0,108	0,3	0,125	0,346	0,2421	0,3084	2,147	0,361
76	1	1	69	2	1	45	88	0,453	0,603	0,2043	0,09254	0,361	1,091	0,868	0,2228	0,4679	0,7932	0,3226	0,0701	0,0765	0,141	0,186	0,3432	0,17	0,41	0,2694	0,3337	1,717	0,415
76	1	1	75	3	0	32	88	0,317	0,733	0,2184	0,06934	0,248	0,469	0,367	0,1025	0,366	0,6969	0,2187	0,0563	0,0264	0,087	0,0556	0,1832	0,321	0,475	0,3759	0,4313	1,009	0,677
76	1	1	60	3	1	50	88	0,121	0,95	0,7902	0,02374	0,0447	0,18	0,0695	0,04883	0,832	1,127	0,07379	0,0202	0,00606	0,0301	0,0183	0,09821	0,114	0,262	0,2617	0,2617	1,41	0,436
76	1	1	66	1	1	41	88	0,355	0,677	0,1352	0,04802	0,307	0,618	0,534	0,08355	0,3714	0,5303	0,1837	0,0816	0,0504	0,168	0,168	0,562	0,172	0,3	0,1313	0,2493	1,285	0,575
76	1	1	49	2	1	45	88	0,134	0,908	0,3438	0,04596	0,0877	0,191	0,126	0,06574	0,3685	0,7213	0,1514	0,0625	0,012	0,0588	0,0244	0,1202	0,342	0,475	0,3759	0,4313	0,996	0,699
76	1	1	48	2	0	55	88	0,231	0,885	0,5703	0,1319	0,0994	0,363	0,156	0,2072	0,3589	0,5371	0,3661	0,0202	0,00606	0,215	0,0183	0,6471	0,211	0,332	0,1171	0,3303	1,005	0,637
76	1	1	79	3	0	55	88	0,121	0,943	0,4423	0,04291	0,0541	0,216	0,12	0,09553	0,6781	0,9589	0,1235	0,0721	0,0156	0,0685	0,0532	0,234	0,132	0,293	0,2243	0,2773	1,453	0,449
76	1	0	79	3	0	49	88	0,121	0,904	0,2034	0,02403	0,0941	0,18	0,143	0,04883	0,892	1,4752	0,07379	0,0735	0,0132	0,0659	0,0458	0,2289	0,19	0,288	0,2219	0,2746	0,399	0,659
76	1	1	72	1	0	46	88	0,24	0,823	0,3224	0,07748	0,163	0,416	0,282	0,134	0,6356	0,9681	0,1742	0,0227	0,00942	0,0513	0,0274	0,1494	0,199	0,343	0,2922	0,334	0,96	0,578
76	1	1	72	1	0	51	88	0,121	0,95	0,7902	0,02374	0,0447	0,18	0,0695	0,04883	0,892	1,4752	0,07379	0,0202	0,00606	0,0301	0,0183	0,09821	0,21	0,326	0,3263	0,3263	0,398	0,642
76	1	1	68	2	1	47	88	0,266	0,749	0,08516	0,02374	0,246	0,705	0,654	0,05174	0,6457	0,9615	0,07419	0,0766	0,054	0,119	0,164	0,363	0,124	0,328	0,2092	0,2745	1,957	0,377
76	1	1	80	2	1	42	88	0,318	0,737	0,2342	0,07438	0,243	0,645	0,494	0,1511	0,3035	0,5105	0,3323	0,0763	0,0492	0,128	0,121	0,3162	0,2	0,405	0,2772	0,3562	1,577	0,492
76	1	1	52	2	1	52	88	0,342	0,738	0,3143	0,1074	0,234	0,472	0,324	0,1483	0,2181	0,2923	0,4047	0,0753	0,0355	0,146	0,14	0,5749	0,184	0,254	0,1078	0,2181	1,015	0,724
76	1	1	87	3	1	48	88	0,375	0,676	0,201	0,07543	0,3	0,905	0,723	0,1819	0,4657	0,798	0,2809	0,0594	0,0538	0,159	0,129	0,3819	0,173	0,416	0,2574	0,3627	1,764	0,415
76	1	1	76	3	0	50	88	0,15	0,95	0,7259	0,1087	0,0447	0,275	0,0754	0,1996	0,5295	0,6701	0,2737	0,0519	0,0143	0,0428	0,068	0,2039	0,114	0,21	0,167	0,1955	1,108	0,544
76	1	1	88	3	1	57	88	0,121	0,945	0,3712	0,03172	0,0537	0,234	0,147	0,08673	0,892	1,4752	0,07379	0,0985	0,023	0,101	0,0916	0,4014	0,0919	0,251	0,1504	0,2283	1,543	0,366
76	1	1	94	3	0	56	88	0,196	0,823	0,1188	0,02374	0,173	0,397	0,35	0,04883	0,5459	0,9362	0,0795	0,0219	0,00868	0,0409	0,0208	0,09821	0,206	0,417	0,3759	0,4082	1,433	0,494
76	1	1	91	3	0	54	88	0,203	0,841	0,2623	0,05337	0,15	0,466	0,344	0,1223	0,4425	0,6982	0,2166	0,0775	0,0361	0,0944	0,0987	0,2579	0,16	0,366	0,2718	0,3301	1,727	0,436
76	1	0	88	3	0	51	88	0,121	0,95	0,7902	0,02374	0,0447	0,18	0,0695	0,04883	0,801	1,0928	0,07379	0,0202	0,00606	0,0301	0,0183	0,09821	0,115	0,267	0,267	0,267	1,484	0,432
76	1	1	74	4	0	32	88	0,202	0,882	0,4712	0,09522	0,107	0,357	0,189	0,1684	0,7244	0,9679	0,1886	0,025	0,00893	0,055	0,0355	0,2186	0,142	0,252	0,1966	0,2426	0,876	0,565
76	2	1	22	2	0	44	88	0,718	0,386	0,375	0,2694	0,449	1,019	0,637	0,3822	-0,0279	-0,036	1,0788	0,0616	0,0628	0,164	0,279	0,7287	0,159	0,225	0,06108	0,1623	1,065	0,705
76	2	1	27	3	0	37	88	0,953	0,0636	0,2759	0,263	0,649	1,589	1,151	0,4386	-0,0782	-0,1	1,2171	0,0562	0,0894	0,198	0,41	0,9103	0,131	0,218	0,01955	0,1285	1,307	0,6
76	2	1	63	2	0	52	88	0,528	0,758	0,7147	0,377	0,151	0,832	0,237	0,5949	-0,255	-0,322	1,7482	0,0515	0,0428	0,0979	0,205	0,4678	0,133	0,209	0,1114	0,1665	1,237	0,634
76	2	1	83	2	1	56	88	0,736	0,431	0,5264	0,3873	0,348	1,298	0,615	0,6832	-0,199	-0,263	1,4106	0,0777	0,101	0,172	0,412	0,7043	0,139	0,245	0,07231	0,1437	1,28	0,567
76	2	0	81	3	0	42	88	0,516	0,705	0,6065	0,3127	0,203	0,736	0,29	0,4464	0,06023	0,08983	0,8811	0,0481	0,0354	0,0868	0,108	0,2634	0,231	0,33	0,2427	0,2941	0,921	0,7
76	2	1	73	3	0	36	88	1,076	0	0,4339	0,6442	0,649	1,702	0,964	0,7386	-0,335	-0,438	1,9929	0,0737	0,125	0,202	0,519	0,835	0,211	0,242	0,03986	0,1161	1,007	0,872
76	2	1	134	3	1	50	88	0,891	0,225	0,5772	0,514	0,377	1,299	0,549	0,75	-0,293	-0,395	1,6419	0,0968	0,126	0,226	0,487	0,8746	0,177	0,258	0,03241	0,1327	1,002	0,685
76	2	1	60	2	0	47	88	1,016	0	0,4572	0,4643	0,551	1,218	0,661	0,5571	-0,0223	-0,0383	1,0418	0,0815	0,0993	0,154	0,238	0,3691	0,347	0,417	0,263	0,3176	0,665	0,834
76	2	1	51	2	1	40	88	1,076	0	0,406	0,4433	0,649	1,671	0,992	0,6782	-0,316	-0,38	1,8723	0,105	0,146	0,325	0,646	1,5371	0,11	0,168	-0,0872	0,05513	1,168	0,654
76	2	1	30	2	0	46	88	1,076	0	0,7309	0,665	0,324	1,683	0,453	0,8797	-0,335	-0,438	1,9929	0,103	0,146	0,282	0,407	0,6586	0,306	0,428	0,146	0,2537	0,836	0,714
76	2	1	43	2	0	41	88	0,657	0,434	0,3214	0,2112	0,446	1,194	0,811	0,3839	0,2191	0,3144	0,6366	0,0648	0,0774	0,199	0,255	0,6576	0,167	0,303	0,1038	0,2257	1,214	0,55
76	2	1	71	1	0	40	88	1,025	0	0,5805	0,595	0,43	1,367	0,574	0,7936	-0,282	-0,338	1,5519	0,0533	0,0728	0,147	0,444	0,8982	0,123	0,164	0,01669	0,09105	0,822	0,75
76	2	1	50	1	0	59	88	1,029	0	0,6776	0,665	0,332	0,961	0,31	0,6513	-0,167	-0,257	1,345	0,0932	0,0896	0,281	0,255	0,8	0,365	0,351	0,07022	0,2615	0,45	1,07
76	2	1	32	2	1	58	88	0,4	0,855	0,7457	0,2984	0,102	0,746	0,19	0,556	0,1293	0,1899	0,8113	0,114	0,101	0,148	0,315	0,464	0,171	0,319	0,171	0,2184	1,178	0,537
76	2	1	64	3	0	58	88	0,688	0,517	0,5766	0,3969	0,291	0,967	0,409	0,5574	-0,105	-0,146	1,2326	0,0962	0,093	0,17	0,333	0,6087	0,199	0,279	0,1092	0,1861	0,952	0,712
76	2	1	55	2	1	44	88	0,411	0,648	0,2227	0,09162	0,32	0,674	0,524	0,1501	0,3683	0,6075	0,2896	0,0525	0,0354	0,0977	0,0899	0,2482	0,24	0,394	0,296	0,3584	1,12	0,61
76	2	1	69	2	0	46	88	0,387	0,768	0,5221	0,202	0,185	0,888	0,424	0,4635	0,4599	0,6262	0,5019	0,0964	0,0856	0,308	0,322	1,1611	0,116	0,266	-0,0428	0,18	1,371	0,436
76	2	1	70	2	0	41	88	0,93	0,111	0,4007	0,3727	0,557	1,147	0,687	0,4595	-0,335	-0,438	1,9929	0,0797	0,0914	0,156	0,436	0,7423	0,17	0,21	0,05405	0,1184	1,12	0,811
76	2	1	67	1	0	39	88	0,565	0,5	0,2295	0,1296	0,435	1,148	0,885	0,2634	0,3042	0,368	0,464	0,0295	0,0338	0,155	0,195	0,8943	0,0852	0,173	0,01831	0,1394	1,465	0,492
76	2	1	60	3	1	39	88	0,735	0,337	0,2908	0,2137	0,521	1,232	0,874	0,3582	-0,0762	-0,0996	1,2701	0,0816	0,1	0,253	0,428	1,0759	0,14	0,235	-0,0178	0,1345	1,394	0,597
76	2	0	83	3	0	43	88	0,909	0,285	0,7491	0,665	0,228	1,571	0,394	0,8797	-0,24	-0,27	1,2567	0,114	0,146	0,281	0,646	1,5371	0,0832	0,159	-0,0872	0,05513	0,791	0,579
76	2	0	80	1	0	38	88	1,076	0	0,6619	0,665	0,396	1,116	0,377	0,7383	-0,291	-0,383	1,6503	0,08	0,0892	0,132	0,37	0,5455	0,253	0,241	0,1097	0,1521	0,504	1,051
76	2	0	54	1	0	49	88	0,99	0,0245	0,5964	0,5904	0,4	1,294	0,522	0,7717	-0,335	-0,438	1,7658	0,0517	0,0669	0,156	0,227	0,5289	0,226	0,295	0,1391	0,2284	0,87	0,765
76	2	0	81	3	0	53	88	0,337	0,786	0,4623	0,1556	0,181	0,513	0,276	0,2373	0,3959	0,4925	0,3748	0,0778	0,04	0,131	0,204	0,6667	0,129	0,196	0,06538	0,1562	0,892	0,656
76	2	1	56	2	1	42	88	0,497	0,682	0,5262	0,2613	0,235	1,158	0,549	0,6092	0,01078	0,01556	0,9826	0,0605	0,0701	0,146	0,228	0,4737	0,132	0,307	0,1617	0,2372	1,712	0,429
76	2	1	53	2	1	59	88	0,675	0,449	0,4088	0,2759	0,399	1,227	0,725	0,5015	-0,122	-0,205	1,3211	0,114	0,146	0,281	0,384	0,692	0,223	0,406	0,125	0,25	1,438	0,55
76	2	1	69	3	1	47	88	0,483	0,689	0,5164	0,2493	0,234	0,728	0,352	0,3761	0,08458	0,13	0,8164	0,0833	0,0607	0,146	0,174	0,4188	0,232	0,349	0,203	0,2886	1,048	0,663
76	2	1	68	3	1	42	88	0,727	0,32	0,2031	0,1477	0,58	1,633	1,241	0,3317	0,1579	0,2519	0,6775	0,106	0,146	0,325	0,466	1,3889	0,166	0,373	-0,0872	0,1994	1,756	0,445
76	2	0	86	2	0	54	88	0,805	0,682	0,7902	0,665	0,0913	1,169	0,133	0,8797	-0,219	-0,277	1,2675	0,0761	0,089	0,11	0,426	0,5258	0,144	0,209	0,099	0,1198	0,636	0,688
76	2	1	71	3	0	62	88	0,947	0,218	0,7902	0,665	0,188	0,773	0,154	0,6196	-0,105	-0,17	1,2043	0,0751	0,0581	0,116	0,152	0,3044	0,365	0,382	0,2656	0,3237	0,351	1,102
76	2	1	122	3	1	47	88	0,613	0,545	0,4736	0,2903	0,323	1,074	0,566	0,5088	0,00147	0,00238	0,9971	0,0706	0,0759	0,152	0,199	0,4004	0,217	0,381	0,2283	0,3049	1,242	0,571
76	2	1	51	2	0	42	88	0,728	0,416	0,4774	0,3477	0,381	1,365	0,713	0,6514	0,4295	0,5634	0,6026	0,0697	0,0951	0,222	0,4	0,9333	0,127	0,238	0,01585	0,1426	0,792	0,534
76	2	1	77	3	1	47	88	0,717	0,332	0,2036	0,1459	0,571	0,711	0,566	0,1447	0,1045	0,1247	0,5805	0,114	0,0813	0,139	0,503	0,8628	0,163	0,162	0,02218	0,08025	0,742	1,009
76	2	1	79	3	0	53	88	0,421	0,735	0,5044	0,2124	0,209	1,407	0,697	0,7095	0,04049	0,06443	0,946	0,0713	0,1	0,173	0,27	0,4645	0,111	0,371	0,1989	0,2711	2,147	0,359
76	2	1	120	3	1	37	88	0,515	0,633	0,4539	0,234	0,281	0,694	0,379	0,3152	0,09939	0,1459	0,7603	0,0814	0,0565	0,184	0,177	0,5769	0,236	0,319	0,1348	0,2621	0,933	0,742
76	2	1	88	1	0	51	88	1,076	0	0,3464	0,5046	0,649	1,181	0,772	0,4093	0,01877	0,03151	0,9561	0,105	0,124	0,325	0,307	0,8297	0,365	0,404	0,06884	0,2804	0,383	1,102
76	2	0	58	3	0	44	88	0,451	0,95	0,7902	0,4229	0,0447	0,623	0,0695	0,5838	-0,235	-0,341	1,6718	0,0202	0,00606	0,0301	0,0183	0,09821	0,226	0,311	0,3081	0,3081	1,031	0,724
76	2	0	66	4	0	45	88	0,776	0,423	0,6052	0,4695	0,306	1,023	0,404	0,6189	0,03082	0,03781	0,9526	0,0492	0,0503	0,0535	0,272	0,2891	0,14	0,185	0,1315	0,1346	0,669	0,759
76	2	0	112	1	0	46	88	0,518	0,632	0,4575	0,237	0,281	0,632	0,343	0,2891	0,08129	0,1386	0,7805	0,0202	0,0107	0,0301	0,026	0,09821	0,339	0,413	0,3759	0,4026	0,85	0,82
76	2	1	56	2	0	55	88	0,514	0,646	0,4809	0,247	0,267	0,815	0,423	0,3921	0,1343	0,2152	0,7449	0,0749	0,0611	0,155	0,162	0,4116	0,237	0,376	0,2212	0,3148	1,061	0,63
76	2	1	38	4	0	30	88	0,92	0,145	0,4882	0,4492	0,471	1,481	0,758	0,7232	-0,218	-0,214	1,4324	0,0592	0,0877	0,133	0,646	1,5371	0,0832	0,159	-0,0872	0,05513	1,105	0,621
76	2	1	41	2	0	61	88	1,015	0	0,5402	0,5483	0,467	1,476	0,679	0,7972	-0,335	-0,438	1,9929	0,0772	0,114	0,298	0,566	1,4806	0,138	0,201	-0,0872	0,08736	1,137	0,688
76	2	1	80	3	0	41	88	0,913	0,212	0,6468	0,5906	0,323	1,386	0,489	0,8797	0,1617	0,2132	0,8472	0,0482	0,0668	0,157	0,276	0,6509	0,159	0,242	0,08436	0,1749	0,46	0,659
76	2	1	44	1	0	62	88	1,076	0	0,6913	0,665	0,649	1,417	0,437	0,8797	-0,335	-0,438	1,9929	0,114	0,146	0,325	0,646	1,5371	0,122	0,159	-0,0872	0,05513	0,351	1,102
76	2	1	56	2	1	55	88	0,573	0,551	0,3924	0,2249	0,348	1,012	0,615	0,3972	-0,16	-0,257	1,6765	0,0826	0,0836	0,272	0,222	0,7222	0,213	0,376	0,1045	0,2927	1,53	0,566
76	2	1	66	2	0	47	88	1,076	0	0,7902	0,665	0,227	1,7	0,342	0,8797	-0,278	-0,351	1,2568	0,0584	0,0993	0,246	0,474	1,1754	0,139	0,21	-0,0368	0,1103	0,423	0,665
76	2	1	82	2	0	31	88	0,834	0,23	0,3307	0,2756	0,558	1,309	0,876	0,4329	0,04317	0,05684	0,9093	0,0562	0,0735	0,113	0,306	0,4709	0,153	0,24	0,1272	0,1669	1,095	0,637
76	2	1	53	3	0	38	88	1,076	0	0,6242	0,665	0,649	1,652	0,621	0,8797	-0,335	-0,438	1,9929	0,0971	0,146	0,325	0,579	1,5371	0,365	0,277	-0,0872	0,1167	0,351	1,102
76	2	1	76	3	0	42	88	0,548	0,646	0,5481	0,3006	0,248	0,452	0,204	0,2477	0,1244	0,1775	0,6658	0,0828	0,0374	0,17	0,125	0,5676	0,363	0,299	0,1294	0,2619	0,452	1,102
76	2	1	53	2	0	58	88	0,659	0,636	0,703	0,4629	0,196	0,688	0,204	0,4835	-0,0457	-0,0665	1,1044	0,109	0,0749	0,14	0,239	0,4453	0,3	0,313	0,1739	0,2386	0,607	0,957
76	1	1	66	2	0	62	89	0,121	0,946	0,3944	0,03373	0,0518	0,18	0,0886	0,05767	0,8074	1,2811	0,07379	0,0493	0,00721	0,069	0,0195	0,1866	0,216	0,37	0,3007	0,3625	0,844	0,585
76	1	1	63	2	1	47	89	0,271	0,754	0,1242	0,0337	0,238	0,522	0,457	0,06485	0,4906	0,7657	0,1167	0,0507	0,0265	0,0828	0,0736	0,2304	0,187	0,359	0,2765	0,3328	1,369	0,52
76	1	1	84	1	1	39	89	0,373	0,714	0,327	0,1219	0,251	0,747	0,503	0,2443	0,5414	0,7275	0,3109	0,0478	0,0357	0,196	0,14	0,7654	0,128	0,256	0,06	0,22	1,219	0,499
76	1	1	81	2	0	44	89	0,279	0,766	0,2074	0,05782	0,221	0,358	0,284	0,07428	0,455	0,6912	0,1403	0,083	0,0297	0,118	0,087	0,3455	0,266	0,342	0,2236	0,312	0,755	0,778
76	1	1	91	1	0	58	89	0,139	0,95	0,7902	0,1382	0,0447	0,18	0,0695	0,09858	0,4369	0,6244	0,1841	0,0202	0,00606	0,0301	0,0183	0,09821	0,365	0,3	0,2744	0,3002	0,351	1,102
76	1	1	50	2	0	36	89	0,292	0,73	0,103	0,03004	0,262	0,424	0,38	0,04883	0,4294	0,8166	0,09223	0,0569	0,0241	0,0723	0,0509	0,1525	0,326	0,474	0,3759	0,4313	0,979	0,689
76	1	1	63	3	1	35	89	0,599	0,497	0,3211	0,1922	0,406	0,636	0,432	0,2041	0,1059	0,1426	0,6583	0,114	0,107	0,24	0,417	0,9347	0,242	0,257	0,0168	0,1499	0,752	0,942
76	1	1	75	2	0	57	89	0,128	0,95	0,7902	0,1277	0,0447	0,18	0,0695	0,1533	0,2757	0,4492	0,3573	0,0202	0,00606	0,0301	0,0183	0,09821	0,322	0,386	0,3569	0,3839	0,772	0,833
76	1	1	49	2	0	44	89	0,351	0,787	0,5	0,1756	0,176	0,527	0,264	0,2637	0,2332	0,4016	0,5307	0,0723	0,0381	0,127	0,0909	0,3018	0,279	0,419	0,2927	0,3811	1,005	0,666
76	1	1	37	3	1	35	89	0,437	0,603	0,151	0,06595	0,371	0,504	0,428	0,07613	0,2675	0,414	0,2216	0,0612	0,0309	0,0885	0,0872	0,25	0,307	0,354	0,2654	0,3231	0,811	0,866
76	1	0	87	1	0	49	89	0,364	0,7	0,2526	0,09201	0,272	0,443	0,331	0,1118	0,5852	1,0675	0,1604	0,0523	0,0231	0,0918	0,0512	0,2031	0,365	0,452	0,3601	0,4287	0,518	0,823
76	1	1	67	3	1	44	89	0,281	0,777	0,2671	0,07505	0,206	0,879	0,645	0,2349	0,556	0,9762	0,2971	0,0727	0,064	0,134	0,149	0,3114	0,138	0,431	0,2964	0,3665	2,147	0,359
76	1	1	76	3	1	45	89	0,193	0,914	0,6061	0,1172	0,0762	0,216	0,0851	0,1309	0,4189	0,5882	0,2381	0,0303	0,00654	0,0353	0,0227	0,1227	0,258	0,288	0,2526	0,2814	0,567	0,896
76	1	1	87	3	0	59	89	0,121	0,95	0,7701	0,08816	0,0447	0,18	0,0695	0,1206	0,5104	0,7778	0,1912	0,0202	0,00606	0,0301	0,0183	0,09821	0,251	0,344	0,3195	0,342	0,737	0,731
76	1	0	91	2	0	50	89	0,216	0,838	0,299	0,06454	0,151	0,362	0,254	0,1081	0,5123	0,9199	0,1743	0,0202	0,00606	0,0301	0,0183	0,09821	0,264	0,443	0,3759	0,4313	1,055	0,597
76	1	1	53	2	0	29	89	0,404	0,672	0,2795	0,1129	0,291	0,697	0,502	0,1948	0,3401	0,4927	0,3642	0,0549	0,0383	0,102	0,124	0,3309	0,18	0,31	0,2072	0,2714	1,19	0,58
